waiting_time,system_total_waiting_time
0.0,1367867.0
1.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
19.0,1367867.0
28.0,1367867.0
26.0,1367867.0
16.0,1367867.0
12.0,1367867.0
11.0,1367867.0
10.0,1367867.0
4.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
34.0,1367867.0
31.0,1367867.0
12.0,1367867.0
8.0,1367867.0
7.0,1367867.0
3.0,1367867.0
1.0,1367867.0
29.0,1367867.0
18.0,1367867.0
16.0,1367867.0
14.0,1367867.0
20.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
21.0,1367867.0
18.0,1367867.0
16.0,1367867.0
15.0,1367867.0
13.0,1367867.0
9.0,1367867.0
6.0,1367867.0
18.0,1367867.0
4.0,1367867.0
0.0,1367867.0
2.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
20.0,1367867.0
29.0,1367867.0
27.0,1367867.0
17.0,1367867.0
13.0,1367867.0
12.0,1367867.0
11.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
35.0,1367867.0
32.0,1367867.0
13.0,1367867.0
9.0,1367867.0
8.0,1367867.0
4.0,1367867.0
2.0,1367867.0
0.0,1367867.0
30.0,1367867.0
19.0,1367867.0
17.0,1367867.0
15.0,1367867.0
21.0,1367867.0
1.0,1367867.0
0.0,1367867.0
22.0,1367867.0
19.0,1367867.0
17.0,1367867.0
16.0,1367867.0
14.0,1367867.0
10.0,1367867.0
7.0,1367867.0
19.0,1367867.0
5.0,1367867.0
0.0,1367867.0
3.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
21.0,1367867.0
30.0,1367867.0
28.0,1367867.0
18.0,1367867.0
14.0,1367867.0
13.0,1367867.0
12.0,1367867.0
6.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
36.0,1367867.0
33.0,1367867.0
14.0,1367867.0
10.0,1367867.0
9.0,1367867.0
5.0,1367867.0
3.0,1367867.0
0.0,1367867.0
31.0,1367867.0
20.0,1367867.0
18.0,1367867.0
16.0,1367867.0
22.0,1367867.0
2.0,1367867.0
0.0,1367867.0
23.0,1367867.0
20.0,1367867.0
18.0,1367867.0
17.0,1367867.0
15.0,1367867.0
11.0,1367867.0
8.0,1367867.0
20.0,1367867.0
6.0,1367867.0
1.0,1367867.0
4.0,1367867.0
4.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
22.0,1367867.0
31.0,1367867.0
29.0,1367867.0
19.0,1367867.0
15.0,1367867.0
14.0,1367867.0
13.0,1367867.0
7.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
37.0,1367867.0
34.0,1367867.0
15.0,1367867.0
11.0,1367867.0
10.0,1367867.0
6.0,1367867.0
4.0,1367867.0
0.0,1367867.0
32.0,1367867.0
21.0,1367867.0
19.0,1367867.0
17.0,1367867.0
23.0,1367867.0
3.0,1367867.0
24.0,1367867.0
21.0,1367867.0
19.0,1367867.0
18.0,1367867.0
16.0,1367867.0
12.0,1367867.0
9.0,1367867.0
21.0,1367867.0
7.0,1367867.0
2.0,1367867.0
5.0,1367867.0
5.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
23.0,1367867.0
32.0,1367867.0
30.0,1367867.0
20.0,1367867.0
16.0,1367867.0
15.0,1367867.0
14.0,1367867.0
8.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
38.0,1367867.0
35.0,1367867.0
16.0,1367867.0
12.0,1367867.0
11.0,1367867.0
7.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
33.0,1367867.0
22.0,1367867.0
20.0,1367867.0
18.0,1367867.0
24.0,1367867.0
4.0,1367867.0
25.0,1367867.0
22.0,1367867.0
20.0,1367867.0
19.0,1367867.0
17.0,1367867.0
13.0,1367867.0
10.0,1367867.0
22.0,1367867.0
8.0,1367867.0
3.0,1367867.0
6.0,1367867.0
6.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
24.0,1367867.0
33.0,1367867.0
31.0,1367867.0
21.0,1367867.0
17.0,1367867.0
16.0,1367867.0
15.0,1367867.0
9.0,1367867.0
0.0,1367867.0
0.0,1367867.0
39.0,1367867.0
36.0,1367867.0
17.0,1367867.0
13.0,1367867.0
12.0,1367867.0
8.0,1367867.0
6.0,1367867.0
0.0,1367867.0
0.0,1367867.0
34.0,1367867.0
23.0,1367867.0
21.0,1367867.0
19.0,1367867.0
25.0,1367867.0
5.0,1367867.0
26.0,1367867.0
23.0,1367867.0
21.0,1367867.0
20.0,1367867.0
18.0,1367867.0
14.0,1367867.0
11.0,1367867.0
23.0,1367867.0
9.0,1367867.0
4.0,1367867.0
7.0,1367867.0
7.0,1367867.0
4.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
25.0,1367867.0
34.0,1367867.0
32.0,1367867.0
22.0,1367867.0
18.0,1367867.0
17.0,1367867.0
16.0,1367867.0
10.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
40.0,1367867.0
37.0,1367867.0
18.0,1367867.0
14.0,1367867.0
13.0,1367867.0
9.0,1367867.0
7.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
35.0,1367867.0
24.0,1367867.0
22.0,1367867.0
20.0,1367867.0
26.0,1367867.0
6.0,1367867.0
27.0,1367867.0
24.0,1367867.0
22.0,1367867.0
21.0,1367867.0
19.0,1367867.0
15.0,1367867.0
12.0,1367867.0
24.0,1367867.0
10.0,1367867.0
5.0,1367867.0
8.0,1367867.0
8.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
26.0,1367867.0
35.0,1367867.0
33.0,1367867.0
23.0,1367867.0
19.0,1367867.0
18.0,1367867.0
17.0,1367867.0
11.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
41.0,1367867.0
38.0,1367867.0
19.0,1367867.0
15.0,1367867.0
14.0,1367867.0
10.0,1367867.0
8.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
36.0,1367867.0
25.0,1367867.0
23.0,1367867.0
21.0,1367867.0
27.0,1367867.0
7.0,1367867.0
28.0,1367867.0
25.0,1367867.0
23.0,1367867.0
22.0,1367867.0
20.0,1367867.0
16.0,1367867.0
13.0,1367867.0
25.0,1367867.0
11.0,1367867.0
6.0,1367867.0
9.0,1367867.0
9.0,1367867.0
6.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
27.0,1367867.0
36.0,1367867.0
34.0,1367867.0
24.0,1367867.0
20.0,1367867.0
19.0,1367867.0
18.0,1367867.0
12.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
42.0,1367867.0
39.0,1367867.0
20.0,1367867.0
16.0,1367867.0
15.0,1367867.0
11.0,1367867.0
9.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
37.0,1367867.0
26.0,1367867.0
24.0,1367867.0
22.0,1367867.0
28.0,1367867.0
8.0,1367867.0
29.0,1367867.0
26.0,1367867.0
24.0,1367867.0
23.0,1367867.0
21.0,1367867.0
17.0,1367867.0
14.0,1367867.0
26.0,1367867.0
12.0,1367867.0
7.0,1367867.0
10.0,1367867.0
10.0,1367867.0
7.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
28.0,1367867.0
37.0,1367867.0
35.0,1367867.0
25.0,1367867.0
21.0,1367867.0
20.0,1367867.0
19.0,1367867.0
13.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
43.0,1367867.0
40.0,1367867.0
21.0,1367867.0
17.0,1367867.0
16.0,1367867.0
12.0,1367867.0
10.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
38.0,1367867.0
27.0,1367867.0
25.0,1367867.0
23.0,1367867.0
29.0,1367867.0
9.0,1367867.0
30.0,1367867.0
27.0,1367867.0
25.0,1367867.0
24.0,1367867.0
22.0,1367867.0
18.0,1367867.0
15.0,1367867.0
27.0,1367867.0
13.0,1367867.0
8.0,1367867.0
11.0,1367867.0
11.0,1367867.0
8.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
29.0,1367867.0
38.0,1367867.0
36.0,1367867.0
26.0,1367867.0
22.0,1367867.0
21.0,1367867.0
20.0,1367867.0
14.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
41.0,1367867.0
22.0,1367867.0
18.0,1367867.0
17.0,1367867.0
13.0,1367867.0
11.0,1367867.0
4.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
28.0,1367867.0
26.0,1367867.0
24.0,1367867.0
30.0,1367867.0
10.0,1367867.0
31.0,1367867.0
28.0,1367867.0
26.0,1367867.0
25.0,1367867.0
23.0,1367867.0
19.0,1367867.0
16.0,1367867.0
28.0,1367867.0
14.0,1367867.0
9.0,1367867.0
12.0,1367867.0
12.0,1367867.0
9.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
30.0,1367867.0
39.0,1367867.0
37.0,1367867.0
27.0,1367867.0
23.0,1367867.0
22.0,1367867.0
21.0,1367867.0
15.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
23.0,1367867.0
19.0,1367867.0
18.0,1367867.0
14.0,1367867.0
12.0,1367867.0
5.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
27.0,1367867.0
25.0,1367867.0
31.0,1367867.0
11.0,1367867.0
32.0,1367867.0
29.0,1367867.0
27.0,1367867.0
26.0,1367867.0
24.0,1367867.0
20.0,1367867.0
17.0,1367867.0
29.0,1367867.0
15.0,1367867.0
10.0,1367867.0
13.0,1367867.0
13.0,1367867.0
10.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
31.0,1367867.0
0.0,1367867.0
38.0,1367867.0
28.0,1367867.0
24.0,1367867.0
23.0,1367867.0
22.0,1367867.0
16.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
24.0,1367867.0
20.0,1367867.0
19.0,1367867.0
15.0,1367867.0
13.0,1367867.0
6.0,1367867.0
3.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
26.0,1367867.0
32.0,1367867.0
12.0,1367867.0
33.0,1367867.0
30.0,1367867.0
28.0,1367867.0
27.0,1367867.0
25.0,1367867.0
21.0,1367867.0
18.0,1367867.0
30.0,1367867.0
16.0,1367867.0
11.0,1367867.0
14.0,1367867.0
14.0,1367867.0
11.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
32.0,1367867.0
0.0,1367867.0
0.0,1367867.0
29.0,1367867.0
25.0,1367867.0
24.0,1367867.0
23.0,1367867.0
17.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
25.0,1367867.0
21.0,1367867.0
20.0,1367867.0
16.0,1367867.0
14.0,1367867.0
7.0,1367867.0
4.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
33.0,1367867.0
13.0,1367867.0
34.0,1367867.0
31.0,1367867.0
29.0,1367867.0
28.0,1367867.0
26.0,1367867.0
22.0,1367867.0
19.0,1367867.0
31.0,1367867.0
17.0,1367867.0
12.0,1367867.0
0.0,1367867.0
15.0,1367867.0
15.0,1367867.0
12.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
33.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
26.0,1367867.0
25.0,1367867.0
24.0,1367867.0
18.0,1367867.0
4.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
22.0,1367867.0
21.0,1367867.0
17.0,1367867.0
15.0,1367867.0
8.0,1367867.0
5.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
34.0,1367867.0
14.0,1367867.0
35.0,1367867.0
32.0,1367867.0
30.0,1367867.0
29.0,1367867.0
27.0,1367867.0
23.0,1367867.0
20.0,1367867.0
32.0,1367867.0
18.0,1367867.0
13.0,1367867.0
0.0,1367867.0
16.0,1367867.0
16.0,1367867.0
13.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
34.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
26.0,1367867.0
25.0,1367867.0
19.0,1367867.0
5.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
22.0,1367867.0
18.0,1367867.0
16.0,1367867.0
9.0,1367867.0
6.0,1367867.0
4.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
35.0,1367867.0
15.0,1367867.0
36.0,1367867.0
33.0,1367867.0
31.0,1367867.0
30.0,1367867.0
28.0,1367867.0
24.0,1367867.0
21.0,1367867.0
33.0,1367867.0
19.0,1367867.0
14.0,1367867.0
0.0,1367867.0
17.0,1367867.0
17.0,1367867.0
14.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
35.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
26.0,1367867.0
20.0,1367867.0
6.0,1367867.0
3.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
19.0,1367867.0
17.0,1367867.0
10.0,1367867.0
7.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
36.0,1367867.0
16.0,1367867.0
37.0,1367867.0
34.0,1367867.0
32.0,1367867.0
31.0,1367867.0
29.0,1367867.0
25.0,1367867.0
22.0,1367867.0
34.0,1367867.0
20.0,1367867.0
15.0,1367867.0
0.0,1367867.0
18.0,1367867.0
18.0,1367867.0
15.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
36.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
21.0,1367867.0
7.0,1367867.0
4.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
18.0,1367867.0
11.0,1367867.0
8.0,1367867.0
6.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
37.0,1367867.0
17.0,1367867.0
38.0,1367867.0
35.0,1367867.0
33.0,1367867.0
32.0,1367867.0
30.0,1367867.0
26.0,1367867.0
23.0,1367867.0
35.0,1367867.0
21.0,1367867.0
16.0,1367867.0
0.0,1367867.0
19.0,1367867.0
19.0,1367867.0
16.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
37.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
8.0,1367867.0
5.0,1367867.0
3.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
12.0,1367867.0
9.0,1367867.0
7.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
38.0,1367867.0
18.0,1367867.0
39.0,1367867.0
36.0,1367867.0
34.0,1367867.0
33.0,1367867.0
31.0,1367867.0
27.0,1367867.0
24.0,1367867.0
36.0,1367867.0
22.0,1367867.0
17.0,1367867.0
0.0,1367867.0
0.0,1367867.0
20.0,1367867.0
20.0,1367867.0
17.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
38.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
6.0,1367867.0
4.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
13.0,1367867.0
10.0,1367867.0
8.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
39.0,1367867.0
19.0,1367867.0
40.0,1367867.0
37.0,1367867.0
35.0,1367867.0
34.0,1367867.0
32.0,1367867.0
28.0,1367867.0
25.0,1367867.0
37.0,1367867.0
23.0,1367867.0
18.0,1367867.0
1.0,1367867.0
0.0,1367867.0
21.0,1367867.0
21.0,1367867.0
18.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
39.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
5.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
11.0,1367867.0
9.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
40.0,1367867.0
20.0,1367867.0
41.0,1367867.0
38.0,1367867.0
36.0,1367867.0
35.0,1367867.0
33.0,1367867.0
29.0,1367867.0
26.0,1367867.0
38.0,1367867.0
24.0,1367867.0
19.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
22.0,1367867.0
22.0,1367867.0
19.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
40.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
6.0,1367867.0
4.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
10.0,1367867.0
4.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
41.0,1367867.0
21.0,1367867.0
42.0,1367867.0
39.0,1367867.0
37.0,1367867.0
36.0,1367867.0
34.0,1367867.0
30.0,1367867.0
27.0,1367867.0
39.0,1367867.0
25.0,1367867.0
20.0,1367867.0
3.0,1367867.0
0.0,1367867.0
0.0,1367867.0
23.0,1367867.0
23.0,1367867.0
20.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
41.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
42.0,1367867.0
22.0,1367867.0
43.0,1367867.0
40.0,1367867.0
38.0,1367867.0
37.0,1367867.0
35.0,1367867.0
31.0,1367867.0
28.0,1367867.0
40.0,1367867.0
26.0,1367867.0
21.0,1367867.0
4.0,1367867.0
0.0,1367867.0
0.0,1367867.0
24.0,1367867.0
24.0,1367867.0
21.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
42.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
43.0,1367867.0
23.0,1367867.0
44.0,1367867.0
41.0,1367867.0
39.0,1367867.0
38.0,1367867.0
36.0,1367867.0
32.0,1367867.0
29.0,1367867.0
41.0,1367867.0
27.0,1367867.0
22.0,1367867.0
5.0,1367867.0
0.0,1367867.0
0.0,1367867.0
25.0,1367867.0
25.0,1367867.0
22.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
43.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
44.0,1367867.0
24.0,1367867.0
45.0,1367867.0
42.0,1367867.0
40.0,1367867.0
39.0,1367867.0
37.0,1367867.0
33.0,1367867.0
30.0,1367867.0
42.0,1367867.0
28.0,1367867.0
23.0,1367867.0
6.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
26.0,1367867.0
26.0,1367867.0
23.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
44.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
45.0,1367867.0
25.0,1367867.0
0.0,1367867.0
43.0,1367867.0
41.0,1367867.0
40.0,1367867.0
38.0,1367867.0
34.0,1367867.0
31.0,1367867.0
43.0,1367867.0
29.0,1367867.0
24.0,1367867.0
7.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
27.0,1367867.0
27.0,1367867.0
24.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
45.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
3.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
46.0,1367867.0
26.0,1367867.0
0.0,1367867.0
0.0,1367867.0
42.0,1367867.0
41.0,1367867.0
39.0,1367867.0
35.0,1367867.0
32.0,1367867.0
44.0,1367867.0
30.0,1367867.0
25.0,1367867.0
8.0,1367867.0
3.0,1367867.0
1.0,1367867.0
0.0,1367867.0
28.0,1367867.0
28.0,1367867.0
25.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
46.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
1.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
4.0,1367867.0
2.0,1367867.0
0.0,1367867.0
0.0,1367867.0
0.0,1367867.0
